nx ny nz f
0.189039134 0.132134816 0.973038846 4.524663137
0.817585997 0.572157877 0.064718626 12.422911512
0.573408610 -0.273251441 0.772357570 51.817559949
0.394168921 -0.863814817 0.313775116 18.627257801
0.854118915 0.461403738 -0.239973892 15.143210432
0.069190904 -0.651202574 0.755743228 13.276579270
0.781408452 0.201320793 -0.590652833 1.751249503
0.573464910 0.323744616 -0.752547288 1.484101367
-0.991573232 -0.059912305 -0.114860963 10.773908253
0.180976164 -0.702006057 0.688792511 9.299690634
0.423340966 -0.436748818 -0.793746116 42.978193846
0.105182461 0.651289489 0.751504259 10.545877410
0.491944725 -0.679207495 0.544671980 23.797169216
0.936046181 0.037885122 -0.349831766 7.705484436
0.769757662 -0.127401643 0.625493376 9.604574913
0.912645400 -0.397574576 -0.094935927 9.513384839
0.610790958 0.357948626 0.706262831 0.378984884
-0.536521634 -0.843859402 0.006770958 4.070960539
0.687795149 -0.484697365 -0.540376070 12.891162088
0.842890274 -0.161208787 0.513368984 4.604630594
0.030538544 -0.939512586 -0.341150259 9.757757700
0.010319762 -0.931972331 0.362382500 10.839163729
0.443428448 -0.135710078 -0.885976290 4.018681271
0.685634742 -0.317338996 -0.655134309 0.340516981
0.440161844 0.590558402 0.676386225 15.460018621
0.639429651 -0.714846970 0.283061000 49.990809415
0.284849661 -0.928670923 -0.237552071 5.596772517
0.479708941 -0.836765610 0.264012586 26.918678891
0.590543815 0.742186869 -0.316885871 0.461850019
0.654219511 0.419328092 0.629413046 0.712246598
0.303177272 -0.668385562 0.679223293 22.895202491
0.356949601 0.832642886 0.423429813 4.609033924
0.430371696 -0.582715872 0.689363776 19.980776703
0.638429108 -0.202155058 -0.742658472 27.172543871
0.957711425 0.168606137 -0.233154018 3.370726361
0.365690272 -0.860049807 -0.355787793 3.041083176
0.597437611 0.774134873 0.209245069 7.474626313
0.834713654 0.096629095 0.542140143 0.109507276
0.119657531 0.747124627 -0.653824798 3.173617837
0.063021268 -0.681170083 0.729407731 11.984710911
0.673262985 0.569307380 -0.471811467 22.231902353
0.244344029 -0.965336626 0.091767062 35.464395883
0.164470748 -0.401529960 0.900956750 55.447707069
0.967060105 -0.048275489 0.249928452 7.804354494
0.247627421 -0.695398030 0.674612660 2.681434550
0.780310588 -0.622134384 0.063751036 25.600858358
0.971328344 -0.165901605 0.170287717 19.112547598
0.335609175 -0.736027507 0.587903045 22.998681651
0.442042159 -0.702618298 0.557607620 34.126190251
0.828207090 0.360225762 -0.429313890 5.033903253
0.159964660 -0.197499275 0.967163556 29.903946886
0.533641233 0.106647271 -0.838959710 11.296114730
0.454763486 0.555902137 0.695818214 0.777871723
0.721566483 0.347111632 0.599045345 13.427630651
0.631295841 -0.626565631 -0.457035088 44.107421721
0.735129914 -0.628489429 -0.254135884 33.073392559
0.463761866 -0.537212982 -0.704504892 61.453659715
0.554389144 -0.137440469 -0.820830552 5.700357242
0.670529062 0.617752357 -0.410819671 10.825303509
-0.376005443 -0.819515106 0.432452191 2.082623424
0.493576392 0.704508317 -0.509951348 1.066642697
0.758321613 0.603906465 -0.245449206 0.668839337
0.354252010 -0.865678299 -0.353704108 11.416444197
0.756039583 0.036789479 0.653491150 11.164341764
0.465495592 -0.655494548 -0.594677014 54.081583048
0.559439647 -0.478824477 -0.676575495 10.695320941
0.465872400 -0.541149661 -0.700085674 29.865337496
0.750945195 -0.001881301 0.660361852 45.010331233
0.481095753 -0.617940676 0.621849015 18.862363056
0.794074060 -0.131795282 0.593360254 3.165019234
0.923739473 -0.381093021 -0.038386137 16.440056028
0.920794748 -0.389955595 0.008465560 14.882972048
0.049100453 0.951970391 0.302227596 5.772524551
-0.816207787 0.576380975 0.039872545 6.249203757
0.537804965 0.331044335 0.775355059 4.301712840
0.840866627 -0.324048918 -0.433515414 39.740377736
0.281059177 0.622130978 -0.730724835 7.093036303
0.680173408 -0.528538598 -0.507947916 20.361093523
0.697949782 0.346911691 -0.626512874 0.022149390
0.100850649 0.710459076 -0.696474728 3.546193692
0.256935605 0.657394252 -0.708390353 15.725562859
0.753475027 -0.654581763 0.061628725 34.094877729
0.750752522 0.658974385 -0.046080492 11.905145327
-0.540070533 0.223777801 -0.811324420 6.058484597
0.033134781 -0.822540623 0.567740266 9.335381083
0.233648940 -0.830682491 -0.505346190 26.610893929
0.328535869 0.409462766 0.851119513 22.663554059
0.546710668 -0.030332872 -0.836771990 9.790083678
0.596987651 -0.778166356 -0.195097073 14.001337066
0.825369497 0.054089887 0.561995976 4.317640133
0.629093633 0.159868110 -0.760712422 20.098024031
0.901517042 -0.418290223 0.110906768 12.849741361
0.676069139 -0.280310762 0.681437009 21.467431553
0.876811154 -0.279628211 -0.391165265 25.894725956
0.771925612 -0.629754623 -0.086832965 15.512545943
-0.156690044 -0.985534483 -0.064575643 10.555707460
0.609943687 0.786245769 0.098925681 10.979513909
-0.941829128 0.273525990 -0.195298302 13.858241568
0.926852472 -0.193448963 -0.321748338 6.896193413
0.391898859 -0.891725125 0.226366046 26.271865527
0.856837762 -0.514559130 -0.032526160 23.125553245
-0.387786773 0.475366507 0.789713937 10.290271494
0.789392488 -0.465154760 0.400612717 26.557909118
0.726249820 -0.413554488 -0.549121011 16.977791736
-0.225055123 -0.960908967 0.161258019 1.663655589
0.919495745 -0.350039220 -0.178885773 11.708076543
0.182237813 -0.915305683 -0.359172503 21.324971700
0.852147540 -0.302407685 0.427076296 35.933747870
0.255782759 -0.710952881 0.655073417 6.014744649
0.698244515 0.574278381 -0.427386170 4.256304444
0.730824683 0.145340760 0.666911798 18.262541542
-0.957175503 0.289298866 0.011010096 3.657027668
-0.000510898 0.156865814 0.987619793 0.771671568
-0.125402859 -0.564259897 -0.816017703 3.633856717
-0.936551219 -0.321555622 -0.139548542 40.148106355
0.711580294 0.237394765 -0.661284516 14.979410302
0.424121451 -0.484137584 0.765331167 6.766130960
0.877784058 -0.366017045 -0.309073892 1.519717099
0.786254942 -0.133125413 0.603391076 5.040945189
0.698336086 -0.539028026 -0.470930460 35.389123913
0.267330020 0.539270687 -0.798574847 1.402798293
0.026177581 0.184655227 -0.982454672 5.954663879
0.531169467 -0.691345785 0.489795878 31.232364069
0.234938467 -0.488118305 0.840561977 5.227224379
0.039473615 0.255735478 -0.965940577 21.498943083
0.284887259 -0.860310942 -0.422734354 11.033278192
0.432409607 0.105372990 -0.895499003 18.321173962
0.239652787 -0.706189403 0.666230492 37.950242826
0.954990008 0.238201725 -0.176788072 6.378116636
0.274262321 0.654021102 -0.705008211 19.894039367
-0.992593501 -0.091109294 0.080356948 11.246395189
0.688435334 -0.338354805 0.641539412 36.834324790
0.016635133 -0.925997430 -0.377163136 12.324651502
0.678634739 -0.350083793 0.645675018 13.264239624
0.586901074 -0.394420345 -0.707092442 3.117918489
-0.067517024 -0.432211560 0.899241135 0.558305634
0.091037147 -0.711166058 -0.697104781 18.746335204
0.659435198 -0.251442056 0.708464616 0.736154445
-0.027243380 0.249140737 -0.968084031 14.393925725
0.452809553 -0.718109055 0.528472226 37.776467039
0.304883139 -0.952137022 -0.021939987 20.297500047
0.164855927 -0.828406443 0.535317931 15.028435167
0.703840088 0.679703891 0.206426140 8.862148792
0.275460433 -0.961267894 -0.009251221 39.647695717
0.043395320 0.560806268 0.826809032 10.107827331
-0.150820832 -0.768167168 -0.622231692 13.556363063
0.597862975 -0.498465408 0.627767553 28.137569152
0.714512031 -0.283311717 -0.639692917 33.244468962
0.819852689 -0.555715634 -0.137919187 19.002070698
-0.068069026 -0.859906094 -0.505893386 6.552761732
0.963035049 0.206877416 0.172526023 10.045273665
0.829358351 -0.072155939 0.554038127 11.211569279
0.470393660 -0.668914489 -0.575572072 32.643317886
0.143607260 0.945574715 0.292002421 3.330551607
0.863945689 -0.143195441 -0.482796967 1.369124725
0.077199332 -0.991526749 0.104474733 0.338268368
0.753444849 -0.657461161 0.008104423 29.086464986
-0.276475136 -0.600357948 0.750421104 10.673291404
0.402599940 -0.217826983 -0.889080814 10.304347415
-0.257632270 -0.736415483 0.625554034 13.930897453
0.168494526 -0.844249082 -0.508776062 14.495799336
0.847479430 0.142425750 0.511364372 11.126027902
-0.008157822 -0.935744554 -0.352584145 23.715938342
0.552063968 0.150320810 -0.820139640 4.335896540
0.521770441 0.532379915 0.666578752 12.226708615
0.138886904 -0.744418393 -0.653109243 2.973228336
-0.254289364 -0.966737281 0.027494530 19.456020712
0.397844309 -0.509950619 -0.762673110 30.328942961
0.851994857 0.054977951 0.520655537 38.169653495
0.192880368 -0.737435215 0.647291640 2.972848547
0.982265807 0.067670637 0.174855853 24.334167019
0.161320241 -0.537995874 -0.827367040 5.998892657
0.843577042 -0.502553411 0.189256025 7.694640525
-0.964685906 -0.175915721 0.196047856 8.420237166
0.654967229 -0.724957665 0.213200173 12.604044346
0.052365364 -0.869024883 -0.491989452 15.717124034
0.613744799 -0.696322594 0.372091611 6.294042266
0.274288451 0.073658155 0.958822362 28.770067271
-0.027332903 0.910712006 -0.412136572 3.817742055
-0.415435322 0.401119740 0.816404586 6.156105605
0.898334455 -0.427631746 0.100629505 0.001166410
-0.213077315 0.684245234 0.697428503 34.572456963
0.817948892 0.574322217 -0.033370655 1.554109016
-0.001132604 0.660143617 0.751138551 22.154741289
0.634631005 -0.479448593 0.606112641 8.802161565
0.195007324 -0.802075126 -0.564488827 39.134759913
0.851125738 0.095706007 -0.516164062 14.082249410
0.492752551 0.509385159 0.705493929 10.545473041
0.726877195 0.114420837 0.677168676 7.584202225
0.195615373 -0.046507070 0.979577316 17.495894682
-0.200260328 -0.977179553 -0.070823181 0.392066933
-0.026033112 -0.995509551 0.091011046 21.916395586
0.406952441 0.383531543 -0.829031523 10.359294756
0.243872919 -0.939329721 0.241217070 30.683273895
0.243574436 -0.681266730 -0.690323936 2.673889316
0.869772030 -0.438044986 0.227185401 33.591239010
0.131618656 -0.782278596 -0.608865115 39.520373392
0.932664092 0.072340778 0.353418311 32.438008251
-0.544012508 -0.813566336 0.205329508 1.118354528
0.355637521 -0.764651492 -0.537429112 74.258084924
0.124669535 -0.652705994 -0.747283341 13.276047782
0.086961195 0.355285532 0.930704003 17.763221797
0.342110008 -0.939354085 -0.023971758 38.800225985
0.848402754 -0.343218636 0.403005874 5.977285807
0.510722579 -0.770591297 -0.381249919 0.419041460
0.309375849 -0.431904440 -0.847198406 14.007301561
0.855958907 0.304062911 -0.418186676 18.977917134
0.022708553 -0.833493260 -0.552062775 5.681153317
-0.069666416 -0.561314801 -0.824664953 3.567267287
0.400804299 -0.191347142 0.895958808 10.876226474
0.604989533 -0.530080511 -0.594139981 12.490860468
0.143734807 -0.630115205 -0.763082652 21.029441468
0.234668308 -0.808548423 -0.539611187 12.380763687
0.380640804 -0.619089116 0.686907013 25.060331502
0.977185865 0.207908317 0.043381067 4.834929759
0.730662073 -0.671607823 -0.122783823 38.010871192
0.640678220 0.477783166 0.601044644 28.808804078
0.533611674 0.469182081 -0.703652440 24.798185486
0.291643300 -0.473837338 0.830916580 12.704205978
0.323162721 -0.859617866 0.395756213 54.181178179
0.479230953 0.021585885 -0.877423355 11.445580812
0.026155211 -0.748243879 0.662907989 20.320995742
0.570958386 0.344468207 -0.745216864 14.886918384
0.402334351 -0.785898438 0.469564389 13.248581751
0.469063559 0.540138836 0.698734153 14.994792664
0.406669156 -0.881537355 -0.239816781 17.839081704
0.895160577 0.413745274 -0.165838445 1.549667877
0.811784796 -0.496812718 -0.306891787 52.399272312
0.810251908 0.226622498 0.540494301 5.316633559
0.558970768 -0.804623689 0.200330726 35.210913776
0.768636696 -0.162644516 -0.618663390 5.335308404
-0.356081286 -0.590853956 -0.723945938 12.560879943
0.819261297 0.359689407 -0.446580851 1.439862453
0.293785040 -0.482738012 -0.825017795 5.870201655
0.137294922 0.786448951 -0.602202750 8.797457095
0.538906338 -0.722041646 -0.433861523 44.206071358
0.374166573 0.448577723 -0.811651035 6.755159301
0.393000018 -0.696581813 -0.600270576 31.367982989
0.161308719 -0.522679801 -0.837129215 1.407572340
0.687474510 -0.721331021 0.084025932 5.673950220
-0.360095800 -0.920745748 0.150194148 16.478908759
0.647852506 -0.759409576 0.059868413 36.033531238
0.519606913 0.720470777 0.459271723 6.256815650
0.375793785 -0.608713572 0.698746605 14.801606963
0.759475450 0.198063650 -0.619651379 2.122874980
0.272070000 -0.876833507 0.396410036 10.479594899
0.419372350 -0.428861245 -0.800128030 5.065559667
0.972442325 0.182867132 -0.144622044 5.777554515
0.967273798 0.232276986 -0.102121504 2.426792308
0.303131044 -0.708536546 0.637249977 31.444609585
0.222951359 0.939594172 0.259721934 0.112110845
0.166176872 -0.441669122 -0.881653919 12.833029701
0.525175967 -0.613252706 -0.590009595 10.053554965
0.795098322 -0.300193411 0.526974927 14.255270751
-0.009148752 0.546566897 -0.837365469 12.399102104
0.520890954 -0.604087429 0.603117727 24.147870978
-0.926286017 -0.373237151 0.051848266 24.586045344
0.505289621 -0.312623280 -0.804331451 9.419895932
0.509069304 0.055836727 -0.858912513 0.956059707
0.449805981 -0.530845876 0.718245943 2.899440514
0.852206052 0.486693545 0.192026663 32.780367782
0.421561744 0.233875096 0.876121074 19.131525683
0.872474242 0.487168763 0.038148303 6.504440539
0.271950330 -0.962196938 0.014834769 44.444821696
-0.066500252 -0.914415525 -0.399276801 28.582514707
