id1 id2 nx ny nz f
9953 9811 0.704204271 0.709997426 0.000000000 216.321092030
1028 7868 0.972669605 0.232193537 0.000000000 237.441327419
1028 5434 0.698734799 -0.715380794 0.000000000 33.063974566
3657 5787 0.799146851 -0.601135850 0.000000000 122.754106303
5042 5620 0.794120439 0.607760420 0.000000000 224.000633444
8873 5924 0.538552452 -0.842591987 0.000000000 206.877698573
740 2320 0.955040235 -0.296476222 0.000000000 182.037736804
8033 8037 0.850654019 -0.525725918 0.000000000 15.182518826
8033 9269 0.877200019 0.480125116 0.000000000 121.656717662
9980 4825 0.575927059 0.817501085 0.000000000 173.234637864
2688 8623 0.550062854 -0.835123258 0.000000000 123.321645492
8467 2378 0.999640990 -0.026793486 0.000000000 166.966221372
762 4769 0.866363581 0.499413801 0.000000000 204.947882531
4510 970 0.408028799 -0.912969057 0.000000000 147.673943109
2739 7023 0.815744940 -0.578411785 0.000000000 129.371907705
5084 7023 0.911991226 0.410209707 0.000000000 86.946207022
9123 7876 0.708447933 -0.705763081 0.000000000 78.358973555
8014 5016 0.285287169 -0.958442085 0.000000000 276.448884964
5457 9657 0.831082164 -0.556149653 0.000000000 196.929420726
2539 9513 0.783430037 0.621479989 0.000000000 5.662157943
2539 9206 0.938540116 -0.345170177 0.000000000 36.326108817
8771 7605 0.679715639 0.733475732 0.000000000 160.136271500
8771 3297 0.710240751 -0.703958859 0.000000000 196.373147986
4201 5140 -0.084842424 -0.996394381 0.000000000 102.083910958
9240 7430 0.886971969 0.461823263 0.000000000 252.226549087
6307 7430 0.799889275 -0.600147606 0.000000000 96.713812014
7914 8491 0.446356450 -0.894855251 0.000000000 146.532158645
6177 8626 0.281225802 -0.959641625 0.000000000 174.157665849
7430 8597 0.435437405 -0.900219010 0.000000000 99.277980979
7524 8728 0.655993384 -0.754766640 0.000000000 146.627596962
7524 6273 0.856010311 0.516958749 0.000000000 42.724540573
6518 9158 0.435482469 -0.900197211 0.000000000 97.012592923
6518 8486 0.668809728 0.743433620 0.000000000 276.280465738
5586 7608 0.556798726 0.830647446 0.000000000 182.722774995
3167 5091 0.394015791 0.919103670 0.000000000 59.048585660
6595 5782 0.427510152 0.904010547 0.000000000 117.763477193
6857 1516 0.656916666 -0.753963192 0.000000000 318.150328511
582 3064 0.407593978 0.913163265 0.000000000 146.181849359
2256 3064 0.608661800 -0.793429779 0.000000000 117.800973217
3600 5623 0.807455526 0.589928447 0.000000000 79.296590646
1179 8419 0.775989931 0.630745294 0.000000000 133.039698271
5573 142 0.757512787 0.652820326 0.000000000 48.043644487
8197 4724 0.874143612 -0.485667526 0.000000000 127.888667606
3609 5396 0.816925361 0.576743404 0.000000000 171.306279701
8728 4963 0.855256139 0.518205497 0.000000000 50.958498331
2499 2308 0.997610126 0.069094406 0.000000000 171.870110844
5752 8890 0.550340694 -0.834940190 0.000000000 122.457830064
5752 805 0.777571823 0.628794132 0.000000000 138.445144561
493 2376 0.595454547 0.803388998 0.000000000 69.393513076
5782 7150 0.623409380 -0.781895610 0.000000000 109.784921457
5151 6516 0.686883253 0.726767773 0.000000000 86.467722073
6853 1387 -0.943477952 0.331435293 0.000000000 162.170655027
3613 5847 0.996933466 -0.078253844 0.000000000 54.896696305
2356 7584 0.998646630 -0.052008728 0.000000000 185.781470823
3761 2781 0.829377156 -0.558689120 0.000000000 193.742419095
6036 8605 -0.303569966 -0.952809150 0.000000000 259.615459938
7360 192 0.882417823 0.470466561 0.000000000 114.311207315
7322 5549 0.929934742 -0.367724592 0.000000000 66.534554161
9411 7104 0.369706638 0.929148536 0.000000000 46.397190776
7126 877 0.857729676 0.514100966 0.000000000 251.963370945
2668 3871 -0.297807006 0.954626098 0.000000000 65.348738592
4700 3290 0.171132415 0.985248038 0.000000000 72.233232555
2300 8290 -0.958144830 0.286283922 0.000000000 102.717808997
6516 7949 0.297069758 -0.954855779 0.000000000 179.079280751
2563 6870 0.771403740 0.636346029 0.000000000 26.604129399
8375 698 0.584366224 0.811490059 0.000000000 4.606157723
7728 3622 0.902359212 -0.430984748 0.000000000 211.150536613
2223 2787 -0.092230854 0.995737651 0.000000000 161.826956492
7584 6899 0.999822497 0.018840765 0.000000000 137.962157716
7145 120 0.730445623 -0.682970857 0.000000000 100.433487768
5815 1167 0.784172678 -0.620542675 0.000000000 247.111377257
6422 6702 -0.166485536 -0.986043897 0.000000000 382.576029227
3716 5019 0.863502735 -0.504344155 0.000000000 72.218281994
2935 4385 0.887338454 0.461118714 0.000000000 81.507881975
4102 937 0.983911069 0.178658918 0.000000000 93.991929868
2787 4143 0.997671362 0.068204503 0.000000000 132.328329464
7949 824 0.384034122 -0.923318901 0.000000000 83.997450548
3934 7921 0.999544835 -0.030168244 0.000000000 56.071742301
3192 3634 0.935932405 -0.352179688 0.000000000 156.253735380
2818 4143 0.558573764 -0.829454851 0.000000000 132.264492060
1244 8048 0.866205434 0.499688049 0.000000000 88.643162373
6904 4173 0.549806649 -0.835291954 0.000000000 158.298572889
3356 3479 0.799318974 -0.600906963 0.000000000 108.684599509
9292 937 0.173581967 -0.984819425 0.000000000 48.372789427
2095 8062 0.286888587 -0.957963955 0.000000000 86.696951041
1167 8048 0.863207985 -0.504848467 0.000000000 185.120692712
7415 4866 0.610257246 -0.792203316 0.000000000 74.836002041
824 8735 0.686348401 0.727272901 0.000000000 98.112353589
2246 346 0.654481993 -0.756077589 0.000000000 214.153629051
8062 1931 0.677314778 0.735693341 0.000000000 66.140542990
7159 51 0.659248012 0.751925567 0.000000000 148.164601541
7921 960 0.793087965 0.609107117 0.000000000 37.902362422
6896 3426 0.922031073 -0.387115874 0.000000000 147.265552779
8360 3427 0.955237623 -0.295839626 0.000000000 141.551723813
2393 9457 0.657548959 0.753411817 0.000000000 131.498304664
9993 4073 0.861529768 0.507707060 0.000000000 135.560083788
7436 8987 0.637748396 0.770244756 0.000000000 273.122652630
99 9166 0.999996141 -0.002778189 0.000000000 153.851253202
2625 6181 0.861842054 0.507176768 0.000000000 193.668000796
9810 2552 0.423412521 0.905936994 0.000000000 228.654997521
8624 4274 0.808757896 -0.588141705 0.000000000 109.110773244
6198 6160 0.564889608 -0.825166487 0.000000000 53.794404049
5981 8901 0.381310641 -0.924446967 0.000000000 184.972795073
8222 4914 0.406331955 -0.913725529 0.000000000 125.615153443
4073 6944 0.321905712 0.946771732 0.000000000 154.473022323
1062 9790 0.535541523 -0.844508897 0.000000000 37.856952105
3622 7104 -0.613318227 -0.789835902 0.000000000 46.395524578
1461 8522 0.902480560 -0.430730586 0.000000000 17.878573766
3952 6403 0.797802666 0.602918657 0.000000000 104.547411174
9166 384 0.533845887 -0.845581793 0.000000000 188.979262987
2646 8299 0.260774357 -0.965399780 0.000000000 117.847323526
2655 6178 0.809596340 -0.586987024 0.000000000 321.145132136
7427 9658 0.935938463 -0.352163590 0.000000000 147.830221793
8573 798 0.986111452 -0.166084929 0.000000000 201.374768351
6987 4908 0.482535436 -0.875876448 0.000000000 207.396722826
8161 5130 0.090305928 -0.995914072 0.000000000 225.320158896
5149 4902 0.016479583 -0.999864202 0.000000000 110.202804655
5670 1475 0.839080597 0.544007125 0.000000000 220.076408038
2853 5161 0.269735404 0.962934480 0.000000000 151.323293051
9540 1642 -0.985069696 0.172156017 0.000000000 67.729470941
5190 7183 0.455168906 0.890405114 0.000000000 49.822616097
3382 7280 0.929820756 0.368012719 0.000000000 229.461102156
1627 6408 0.967851726 -0.251521441 0.000000000 110.352461199
1314 4281 0.476635320 0.879101116 0.000000000 267.224960588
3206 7393 0.355376935 0.934723079 0.000000000 47.705706045
128 5083 0.895688878 -0.444681272 0.000000000 80.035208195
9897 6982 0.176212914 0.984352076 0.000000000 266.927889057
9041 636 0.223273810 -0.974755767 0.000000000 335.385640510
3815 7044 0.579225867 -0.815167096 0.000000000 25.992884308
4003 1663 0.910071727 -0.414450783 0.000000000 180.323373111
86 5933 0.484337609 -0.874881181 0.000000000 234.306707407
3402 7071 0.653281816 -0.757114832 0.000000000 13.716595336
4803 66 0.316864405 -0.948470848 0.000000000 107.082957539
2456 90 -0.556396329 -0.830917038 0.000000000 7.991455341
8532 7519 0.904369624 -0.426750024 0.000000000 143.543147404
1557 5758 0.999366848 0.035579537 0.000000000 308.080606360
5083 9701 0.919269294 -0.393629223 0.000000000 67.951811346
6850 4018 0.291976847 -0.956425387 0.000000000 165.551768921
9990 2996 -0.101535958 -0.994831870 0.000000000 64.199221354
636 9077 0.937049049 -0.349197765 0.000000000 174.548194189
4928 64 0.482760888 0.875752205 0.000000000 272.665555487
2194 7747 0.150463751 0.988615527 0.000000000 132.406824155
7131 9933 0.941804644 0.336160694 0.000000000 129.048377526
2298 4164 0.728069106 0.685503740 0.000000000 154.391697225
5758 3112 0.447112985 -0.894477489 0.000000000 40.685586505
8756 4656 0.808280873 -0.588797105 0.000000000 131.412193185
2864 2827 0.747829695 -0.663890614 0.000000000 167.809272604
3395 1307 0.890469999 -0.455041955 0.000000000 291.526455023
7307 5088 0.166084073 0.986111596 0.000000000 46.199581412
9559 3733 -0.999530963 0.030624389 0.000000000 36.538707333
9694 2237 0.890802784 0.454390141 0.000000000 163.302344635
9701 6296 -0.111182744 -0.993799979 0.000000000 77.873532971
8066 7757 0.300926081 -0.953647468 0.000000000 112.684064774
7496 2237 0.393871001 -0.919165727 0.000000000 114.724576957
8098 4953 0.990106157 0.140320340 0.000000000 74.977101176
5638 412 0.133500507 0.991048745 0.000000000 90.840246476
1691 8926 0.250515700 0.968112537 0.000000000 127.340225384
6620 5567 0.811560841 0.584267919 0.000000000 71.943571625
4066 1238 0.665805416 -0.746125424 0.000000000 15.311292282
1113 1841 0.562198129 -0.827002578 0.000000000 36.795779986
2447 6610 -0.035584490 0.999366671 0.000000000 133.234517342
8421 9840 0.965582873 -0.260095587 0.000000000 38.982395656
5705 8578 -0.366979057 0.930229204 0.000000000 60.409091745
2334 4386 0.177772352 -0.984071639 0.000000000 63.948039499
5445 2956 0.911312818 -0.411714643 0.000000000 150.095343641
9967 1235 0.681521789 -0.731797821 0.000000000 140.230313829
6418 2956 0.814487064 0.580181716 0.000000000 97.767192697
6610 4929 0.901327599 -0.433138037 0.000000000 106.014302997
2274 9571 0.230008418 -0.973188639 0.000000000 91.876307897
6326 9796 0.999916467 0.012925124 0.000000000 15.340625495
1085 8836 0.287796205 -0.957691675 0.000000000 69.444993780
2032 3635 0.917523141 -0.397682392 0.000000000 12.611760508
2032 3065 0.810957014 0.585105735 0.000000000 38.810261074
9840 9571 -0.260109360 0.965579163 0.000000000 150.965982943
2266 8924 0.889309262 0.457306283 0.000000000 196.096393716
368 6589 0.334024287 -0.942564468 0.000000000 85.473498499
6117 8437 0.625879176 -0.779920033 0.000000000 62.443587828
3373 5427 0.351409107 0.936222003 0.000000000 113.599355864
9757 2981 0.993314218 -0.115442039 0.000000000 70.257926171
2257 5479 0.445648495 0.895208031 0.000000000 135.899238666
