nx ny nz f
0.411824803 -0.155870725 -0.897833308 0.120873593
0.904133219 -0.109226727 0.413052835 0.351953588
0.643726985 0.717325873 -0.266569241 0.060915025
-0.023851636 -0.994020784 0.106554121 0.061660405
0.371624002 -0.597928530 -0.710195096 0.050569713
0.456864424 -0.566543310 0.685786830 0.081864417
0.560983739 0.735706168 0.379517693 0.051773224
0.750870386 0.501045958 -0.430286661 0.035853738
0.760581828 0.305660962 0.572788495 0.026962024
0.709832246 -0.092091106 -0.698324718 0.033430936
0.632973894 0.671638004 -0.385027845 0.035039495
0.835999170 0.347381279 0.424772451 0.156547592
-0.003412884 0.855689016 0.517479140 0.034989478
0.708454670 0.647133923 0.281619719 0.008618056
0.681266062 0.257704714 0.685175038 0.011091208
0.224663171 0.265627975 -0.937533060 0.114967366
0.549654678 -0.702286224 0.452408879 0.057091834
0.416931905 0.550434089 -0.723318810 0.122236889
0.236831040 -0.477159975 0.846303383 0.216243322
0.714176838 0.108543984 -0.691498119 0.024345756
0.504955825 -0.738699387 0.446478253 0.059508865
0.594391806 0.292733445 0.749003012 0.023427071
0.724997461 -0.544119107 -0.422271333 0.155787401
0.783975282 0.326748979 -0.527842649 0.104882351
0.100836340 0.590430401 -0.800764619 0.111832633
0.797611262 -0.596684997 -0.088222945 0.096116969
0.713740307 0.453398758 -0.533857978 0.003972580
0.441834624 -0.116533418 -0.889495434 0.120784448
0.750053797 -0.253000968 0.611072673 0.094658524
0.769915576 0.553371672 0.317820386 0.063639507
0.393330917 -0.383749418 -0.835480206 0.226226231
0.542739035 -0.633875946 0.551031419 0.226013577
0.386358646 0.899181391 0.205425956 0.258176134
0.594403423 0.550039058 -0.586635837 0.017088498
0.762671748 0.380166153 -0.523264275 0.056871391
0.353602970 0.779605166 -0.516895275 0.040648864
0.316912073 -0.624697006 -0.713666861 0.073520503
0.445253907 -0.187640074 -0.875522793 0.092901839
0.771627243 0.593755417 -0.228135711 0.110713816
0.801464043 -0.585639548 -0.121168095 0.101009522
0.179699042 0.492285436 0.851682631 0.004029530
0.620486280 0.740806233 0.257299245 0.037201940
0.574374824 0.712483523 -0.403064252 0.102356616
0.861662893 0.267300250 0.431378761 0.056940783
0.043233578 -0.980168822 -0.193390635 0.065246730
0.702126317 -0.092946786 -0.705960006 0.197373094
0.671354442 -0.264281026 0.692415159 0.026371904
0.530315183 0.343071786 -0.775285467 0.110275095
-0.000512547 -0.235057678 -0.971981289 0.059028247
-0.038326888 -0.762191124 0.646216481 0.008317635
0.889807161 0.444792313 0.101995170 0.057968302
0.746047553 0.034044824 -0.665021803 0.264126188
0.480930960 -0.590417984 0.648160486 0.050120016
0.707561162 -0.596073116 -0.379544520 0.051043703
0.792032231 -0.329668958 -0.513812536 0.042235551
0.792860264 0.131897097 0.594958618 0.083136638
0.443282738 -0.894705155 -0.054800541 0.094895851
0.190881892 -0.276699317 -0.941807619 0.026154581
0.680229554 -0.447736216 -0.580361985 0.011576538
0.631172113 0.391506048 0.669585527 0.028734179
0.318916508 -0.695615663 -0.643747707 0.128002402
0.861199369 0.481011723 -0.164205266 0.027039978
0.876816110 -0.455838498 0.152986189 0.251112394
0.968669033 -0.247414998 0.021589897 0.228968303
0.156768980 -0.491738940 -0.856514041 0.107112267
0.806368819 0.573690772 -0.143694904 0.171610428
0.636999126 -0.431945144 0.638479057 0.129488452
0.892767131 0.442396881 -0.085157797 0.022726122
0.276113383 -0.509633777 -0.814883312 0.065088582
0.385963989 -0.859974054 0.333880856 0.029209317
0.387920982 -0.101827933 0.916050426 0.088322761
0.779390519 0.473085771 -0.410780077 0.069593552
-0.012412730 -0.767141994 0.641357221 0.065702685
0.291076382 -0.813056854 0.504195490 0.153374563
0.357890794 0.600180827 -0.715330102 0.000172299
0.773288377 -0.244151574 0.585162452 0.148401305
-0.024236043 -0.181588266 0.983075946 0.014935413
0.582112936 0.578441422 0.571445581 0.026020109
0.112877164 0.794570303 -0.596587612 0.099814464
0.523798917 -0.850906014 -0.039920543 0.231905662
0.976182329 -0.197594013 0.089580504 0.215035837
0.531918889 -0.459696380 0.711155070 0.026386838
0.841412375 0.483116433 0.242123373 0.223519040
0.249139443 0.872856778 -0.419583822 0.119427009
0.241119428 0.549561397 0.799902302 0.015816219
0.286733977 0.191720007 -0.938630420 0.086944142
0.607344975 0.570290376 0.553083148 0.005375540
0.771529545 0.620424665 0.140767170 0.226158095
0.277479708 0.849125187 -0.449434566 0.118822121
0.377044143 -0.549894433 -0.745287747 0.073058371
0.591793170 -0.704609644 0.391543219 0.035325054
0.014286487 0.927366769 0.373880692 0.032901516
0.434451908 -0.648762764 -0.624786697 0.066927267
0.879305131 -0.464753816 0.104049876 0.018675547
-0.280247688 -0.784425382 -0.553297436 0.059316123
-0.910228454 -0.128810264 0.393563309 0.036331162
0.729184173 0.572272421 -0.375226222 0.011694951
0.924398117 0.072514881 0.374472580 0.053805096
0.119523009 -0.835679207 0.536054581 0.067623246
-0.317257975 0.805038705 -0.501258477 0.027888516
0.064380341 -0.907964347 0.414072356 0.102037812
0.070085295 -0.786591239 -0.613483719 0.020925386
0.921269761 0.327729460 -0.209416880 0.128530901
0.052192673 -0.919128290 0.390485737 0.066143328
0.372785762 0.915503152 0.151277081 0.054804769
0.780616334 0.116484905 -0.614059774 0.024711935
0.821467527 0.017136438 0.569997758 0.056386562
0.197517285 0.793149934 0.576107719 0.126443534
0.361982670 -0.312067437 -0.878397667 0.034718945
0.791484472 0.558634331 -0.247951639 0.081731996
-0.088747154 -0.935129386 0.343011624 0.190834908
0.542661477 0.696104143 -0.470061211 0.206544149
0.762678801 0.470565113 0.443722346 0.165321637
0.803959052 -0.550659299 0.224553287 0.064376599
-0.165956053 0.263498388 0.950277427 0.024113237
-0.089777139 0.760398774 -0.643221400 0.057604852
0.499186716 -0.480615874 -0.720986133 0.050743890
0.619481179 0.739115666 -0.264482703 0.178009191
0.122113104 -0.589167278 -0.798730436 0.130670256
0.298682141 0.950924143 0.080822351 0.189993857
0.633874987 0.738675257 -0.229262658 0.000716438
0.228083346 -0.329663017 -0.916133332 0.064061204
0.368824396 -0.857755888 0.358082953 0.149427902
0.224654007 -0.810921045 0.540312536 0.005226237
0.309579611 0.784295520 0.537625336 0.041966115
0.273984334 -0.953811652 0.123190569 0.052735304
0.693580521 -0.297101002 0.656259899 0.057708453
0.902897853 -0.417659865 0.101664670 0.114956893
0.347414129 -0.459127352 -0.817621855 0.202914518
0.221412481 -0.797257161 -0.561567033 0.082484114
0.716496017 0.687170967 0.120122936 0.067501052
0.722689482 -0.156911516 0.673126057 0.006766540
-0.230255298 -0.971730970 0.052167226 0.131589710
0.428414129 0.394463464 0.812932906 0.074495082
0.474969129 0.697516003 -0.536540540 0.097293683
0.223065106 0.444201932 -0.867713433 0.124120733
0.669014227 -0.370494398 -0.644324348 0.056410233
0.842952436 0.083790307 0.531422972 0.179260163
0.707026307 -0.098898217 0.700237777 0.070735958
0.763920131 0.590664528 -0.259887377 0.065866829
0.724794509 -0.688285290 0.030598699 0.014938112
0.007323879 0.269946159 0.962847564 0.008429115
0.675048501 0.732487111 0.088159817 0.131139713
0.184346659 -0.861997205 -0.472204540 0.021462650
-0.904824059 0.345010442 -0.249521977 0.111420608
0.520289431 -0.323142718 0.790492057 0.072790575
0.197643513 -0.818873681 0.538871911 0.015092635
0.728881054 0.669322120 0.144014965 0.069427368
0.682035944 -0.513961960 -0.520259623 0.130768277
0.432265143 -0.722092012 0.540120331 0.033529250
0.331501246 -0.551743855 -0.765301014 0.055182753
0.372763610 -0.560480477 0.739532911 0.019069735
0.088878455 -0.423444850 -0.901551485 0.046666662
0.794840981 0.213362746 0.568070554 0.048636620
0.703243101 -0.535280272 0.467893334 0.078356208
0.299614698 -0.917052066 -0.263147376 0.107211373
0.783641645 -0.335027863 0.523127234 0.085065793
0.665168820 0.736472020 0.123123535 0.058473436
0.293997647 -0.743085988 -0.601156051 0.144815898
0.464640055 0.520873783 -0.716100636 0.099764449
0.076766025 -0.994712612 -0.068218737 0.071001093
0.955180963 0.150211436 -0.255080092 0.172689527
0.641724174 -0.454029688 0.618099609 0.039281083
0.683343471 0.720950153 0.115206673 0.174711604
0.457865353 -0.772705230 0.439642975 0.020567408
0.840098571 0.028935681 -0.541661442 0.175096736
0.585046008 -0.810835987 0.016314732 0.015002071
0.593547604 0.347318855 -0.725996457 0.008380453
0.799583284 0.370671699 -0.472513559 0.092462715
0.348468909 0.620727087 -0.702329910 0.083822236
0.357350541 -0.919885254 0.161591181 0.121468573
0.578291674 0.728595697 0.367051835 0.025562928
0.428516593 0.867642814 0.252129883 0.046378843
0.409910946 -0.190584168 -0.891992540 0.009803675
0.388487574 -0.486874222 -0.782324036 0.035381379
0.889619851 0.231714730 -0.393554067 0.090041797
-0.003278539 -0.977106893 0.212723695 0.130120673
0.387585279 0.714838588 -0.582051067 0.146267502
0.680950595 0.449058907 0.578491473 0.125179988
0.743596490 -0.269726264 -0.611810431 0.069135271
0.835900957 0.484017750 0.258836642 0.011612456
-0.248692975 0.209526024 -0.945648269 0.083339150
0.486002050 0.539656437 0.687439407 0.110271643
0.534858761 -0.310615137 -0.785776268 0.134131569
0.785209424 0.153447257 -0.599916744 0.015227243
0.331642566 -0.805246395 -0.491519534 0.073185992
-0.229711011 0.780489681 0.581436762 0.222163591
0.159999620 -0.495211193 0.853912171 0.003759420
0.607220785 -0.606082156 -0.513758054 0.043090331
-0.373188157 -0.681359789 0.629666132 0.020105141
0.548731463 0.264668509 -0.792997076 0.012975125
0.707683069 0.623087106 0.333087275 0.043077995
0.255222230 -0.552504689 0.793473491 0.049727574
-0.148221055 0.889671483 0.431874022 0.062271477
0.737544023 0.675295530 -0.002182119 0.095278831
0.793698818 -0.585893680 -0.163617791 0.159053260
0.696033739 -0.510438388 0.504965034 0.036719387
0.052008038 0.960980589 -0.271682668 0.012768598
0.947917910 0.076769842 -0.309124613 0.003641748
0.702916915 -0.114040836 0.702070152 0.048417450
0.291615453 -0.673465901 -0.679267331 0.041084044
0.521695952 -0.486501677 -0.700820556 0.016446339
0.069050151 0.369959170 0.926478434 0.113542483
0.401973560 -0.760188290 -0.510422395 0.093249711
0.450890338 0.866187485 -0.215446386 0.028399132
0.393992564 0.677765914 -0.620808525 0.107031071
0.946375138 -0.141528478 0.290420019 0.069689259
0.727789235 0.551367953 0.407818845 0.066872608
0.227524906 -0.972592990 0.047909206 0.040015981
0.726733034 -0.092485987 -0.680665439 0.002158041
0.471193377 0.820127560 -0.324603738 0.168135455
0.613712398 -0.695812933 -0.373097112 0.166644429
0.000505092 0.970653029 0.240483766 0.061413884
0.652712232 0.476609491 -0.588905881 0.122901600
0.386973362 0.349179796 0.853419643 0.090921794
0.590389187 -0.783326728 -0.194524666 0.040881790
0.647820817 0.083983489 -0.757149234 0.055151401
0.663412239 0.614337995 0.427168619 0.004162992
0.086164008 0.685382374 -0.723067607 0.068949208
0.640378460 -0.732535491 -0.230883482 0.101738036
0.844761339 -0.483873551 -0.228570923 0.197192632
-0.056298232 -0.998323728 0.013425432 0.125410571
0.293959823 0.400194436 0.868004629 0.212398163
0.130215836 0.886318629 -0.444390734 0.043986374
0.523154793 -0.633301484 0.570296671 0.034069614
0.762050164 -0.588424301 0.270252455 0.104584561
-0.004244876 0.666538204 -0.745458788 0.063399669
0.391104050 0.302544681 -0.869197525 0.297021842
0.390336042 -0.366473318 0.844591666 0.380849157
0.417728624 -0.884885475 -0.206107963 0.038980537
-0.073505359 -0.880201799 -0.468872857 0.112972135
0.391520022 -0.905296315 0.164774556 0.001110262
0.939369758 0.140928303 -0.312607856 0.124115555
-0.036581184 -0.886382251 -0.461506579 0.101697118
0.913474005 0.191029730 0.359267150 0.158589986
0.290242403 -0.320227683 -0.901783554 0.102959818
0.519688024 0.734024810 0.437186386 0.159014581
0.210845865 0.635942469 -0.742375375 0.166609799
0.687965009 0.674641213 0.267513326 0.044996800
0.940529580 -0.259262210 0.219515867 0.387924762
0.679033568 -0.715457713 0.164419207 0.077928109
0.773251644 0.079095440 -0.629146887 0.023302753
0.525764220 0.775146252 -0.350314535 0.096890706
0.754282725 -0.217657158 -0.619421450 0.038161354
-0.234554147 0.835058103 -0.497656827 0.055611572
0.575812647 0.191216522 0.794906308 0.026955491
0.787268303 0.444369926 -0.427485658 0.051743912
0.926425312 -0.307025781 0.217879119 0.016134241
0.791970362 0.422970205 0.440317102 0.162230045
-0.211850740 0.865847972 0.453240062 0.064457961
0.520391804 -0.646069697 0.558378292 0.085094045
0.671887731 0.703542817 0.231504603 0.189712084
0.065443972 0.270036067 0.960623552 0.036796085
0.052659495 0.656508272 -0.752478482 0.052492147
0.782429022 -0.553754326 -0.284887647 0.014687625
0.745332501 0.657271488 -0.111685516 0.052775206
0.417210687 0.210976853 0.883981906 0.062503212
0.827299547 0.221495413 -0.516251143 0.130889218
0.494595202 -0.516337320 0.699121848 0.423920682
0.958008336 -0.058199362 -0.280771906 0.111836778
0.234221149 0.788487771 -0.568706857 0.039529317
0.635939524 -0.743348969 0.207396316 0.214246902
0.685816170 0.330362797 -0.648472516 0.100375900
0.175353293 0.356502303 0.917691304 0.044561023
0.663063536 0.482034404 -0.572703746 0.094396374
0.492203682 -0.069319337 -0.867715601 0.042935882
0.103754507 0.723412092 -0.682575964 0.182357629
0.454357934 0.738830261 0.497683347 0.101267808
0.339133602 0.611531957 -0.714854576 0.126044459
-0.426278835 -0.872845854 0.237542563 0.046518049
0.536477720 -0.504885396 -0.676226584 0.118259589
0.530068963 -0.047713819 0.846611059 0.031140484
0.827957787 -0.174457013 0.532964026 0.155578076
0.267626718 0.851101526 0.451665952 0.080894710
0.964389509 0.216623247 0.151747300 0.064268874
0.667942291 -0.207377256 0.714736154 0.244621871
0.738312717 -0.470732393 -0.483016921 0.058386973
0.284285228 -0.208707717 -0.935747294 0.047246046
0.537894410 -0.315174911 0.781878749 0.055920652
0.137666411 0.643734443 -0.752764190 0.070372180
0.191138083 0.848028661 0.494280915 0.090686228
0.890994809 -0.099036588 0.443080134 0.230624011
0.582159465 0.440230588 0.683584221 0.059176776
0.046776163 0.953673419 0.297185127 0.126992589
0.532470244 0.299517381 -0.791684771 0.105643749
0.933676984 -0.242311044 0.263690437 0.007926206
0.472950577 0.855853419 0.209362549 0.054965922
-0.037898041 0.355260960 0.933998602 0.038914179
0.461465099 -0.878184049 0.125867945 0.100214627
0.648085964 0.704498598 -0.289251290 0.145925835
0.042400822 0.512593585 -0.857583808 0.254058036
0.057509343 -0.635528173 -0.769932865 0.249952781
0.642547441 0.623913690 0.444819619 0.074641369
0.811725450 -0.582983355 0.035102742 0.035584045
0.663528332 0.000811216 -0.748150716 0.088120391
0.100606549 -0.877816265 -0.468312852 0.146863393
0.346874799 -0.632845836 0.692231191 0.114613492
-0.098173716 -0.983480494 -0.152079058 0.069029859
0.480711952 0.793973667 -0.372185216 0.071421374
0.655773290 0.174224086 0.734579716 0.024270236
0.261876891 0.657431152 -0.706544248 0.105550814
0.686487691 -0.217489700 0.693853645 0.212623326
0.628485095 0.756402841 0.181276660 0.125340132
0.192520954 0.495427718 -0.847046078 0.192066199
0.119348453 -0.567459394 -0.814705949 0.020175524
0.479567001 0.388955382 0.786593416 0.099100699
0.219043768 -0.009070346 -0.975672874 0.057139252
0.469935960 0.765707035 -0.439150235 0.157861560
0.708660315 -0.304834701 -0.636298958 0.057754221
0.552238495 -0.737236006 -0.389250198 0.136086113
0.622954477 0.336390785 0.706235768 0.053940097
0.072841291 0.236991390 0.968777181 0.127781442
0.557685518 -0.248181701 -0.792081250 0.065945557
0.770980900 0.412687913 0.485053747 0.098936606
-0.082210550 0.828117420 0.554493430 0.209127919
0.908237965 -0.116938064 -0.401782638 0.044742714
0.492364296 0.445662750 -0.747637689 0.250640775
0.587768466 0.800672087 0.115984651 0.120540263
0.046212448 -0.806869292 0.588919651 0.015556626
0.393495190 -0.373550892 -0.840012659 0.140705980
0.183497140 0.073979908 0.980232510 0.032597397
0.682709619 0.523534017 -0.509725131 0.029473438
0.820560959 0.567719303 0.066140045 0.229142894
0.544833833 -0.218899454 0.809468420 0.094672462
0.580636697 -0.765858475 0.276264045 0.030050556
0.827332596 0.553615885 -0.095027512 0.041756428
0.141849252 -0.686914683 0.712760134 0.206066833
0.343901416 0.938564157 0.028794758 0.086140918
0.476611411 0.463828554 0.746796248 0.117280318
0.753459276 0.154401576 -0.639108186 0.342849696
0.561586360 0.095006575 -0.821945565 0.048379449
-0.048501328 -0.989436510 0.136612639 0.014890329
-0.990212686 -0.015423589 -0.138711750 0.082631291
0.515320586 0.683987635 -0.516338656 0.173765317
0.721211459 0.630227357 0.287519583 0.018227413
0.407602461 -0.596172283 0.691692737 0.053896504
0.561128937 -0.344936236 -0.752431598 0.013357757
0.084394973 0.641791319 0.762221354 0.063039695
0.426450432 -0.168806810 -0.888619317 0.017151487
0.615197944 -0.617793995 0.489757153 0.078417637
0.888170213 0.070643486 -0.454051947 0.064310400
0.820580446 -0.067954407 0.567476811 0.029557444
0.934210044 -0.347648148 -0.079952230 0.090851769
0.289211670 0.343537260 0.893498048 0.192295847
0.764070635 0.505877645 -0.400354684 0.015681058
-0.430208146 -0.898383441 0.088476793 0.007025159
0.845704242 0.507806382 -0.164064051 0.031312776
0.737132769 -0.477469150 -0.478182488 0.074118162
0.186528418 -0.969104998 0.161377358 0.007668525
0.803519105 -0.221969306 0.552346518 0.058649665
0.227905269 -0.946552546 -0.228248693 0.048569422
0.675947730 0.479343831 0.559753658 0.034873917
0.235899375 -0.875470742 0.421784856 0.163066350
0.456345659 -0.263879867 -0.849774120 0.049554931
0.075252414 0.950338828 0.301982095 0.039775741
0.645216302 -0.354177350 -0.676944849 0.083674153
0.201728099 0.506912797 0.838060374 0.002143136
0.726565327 0.445602291 -0.523011878 0.103813855
0.723233362 -0.652480378 0.226280492 0.103708037
0.083359360 -0.250588348 -0.964498158 0.036191615
-0.305209188 0.365375068 0.879402303 0.018077642
0.617876436 -0.753769459 -0.223741622 0.086705096
0.512456011 0.098529837 0.853042032 0.091799963
0.592130796 -0.775374194 0.219490272 0.071267461
0.113846412 -0.593174979 -0.796983337 0.038380789
0.396975279 0.843434109 -0.361980015 0.031009769
0.776815749 0.057149607 -0.627129344 0.067876226
-0.466881636 0.154590245 -0.870702816 0.136921055
-0.035898225 -0.981293586 -0.189140731 0.093244835
-0.208279267 -0.770133866 0.602920870 0.003129975
0.611057184 0.399464450 0.683401252 0.184419569
-0.214017416 -0.976330935 0.031216194 0.013678525
0.429555907 -0.629912606 0.647064009 0.064186275
0.199265644 0.818592504 -0.538701695 0.012632982
0.677960703 0.573475833 0.459885588 0.075805926
0.156551715 0.831106582 0.533622909 0.239298022
0.456469397 -0.590591127 0.665460601 0.029708520
0.719788226 -0.206352160 -0.662814978 0.079211983
0.918141823 0.170459380 -0.357713842 0.085281963
0.636018597 -0.734164238 -0.237661979 0.093641828
0.517369461 0.828073843 0.215922556 0.028163000
0.805989093 0.562274587 -0.185010460 0.055042476
0.490402728 0.488786131 -0.721521505 0.024017777
0.909046781 -0.024948791 0.415946520 0.030744656
-0.212305858 -0.975390357 0.059496834 0.103247629
-0.038046487 -0.665838859 -0.745124875 0.163581109
0.042290524 0.838818267 -0.542766457 0.145527810
0.236864020 -0.582460833 0.777582673 0.120949782
0.572968634 0.621363133 -0.534429417 0.107180722
0.506336182 -0.846532577 0.164335836 0.042901711
0.934647243 0.309242298 -0.175509920 0.021048317
0.155432973 -0.416381442 0.895805272 0.042508972
0.536200029 0.781858491 -0.318098772 0.162615584
0.443777259 -0.137570376 0.885514616 0.026430255
0.945387195 -0.215978424 0.244123680 0.022384484
0.602719776 0.412214333 0.683233646 0.042049731
0.385412724 -0.682219507 0.621316003 0.281667471
0.822249006 -0.563556164 0.079441946 0.059170094
-0.051590769 -0.981395240 -0.184937222 0.135827298
